graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,modulos_iniciados,modulos_finalizados,certificados,categoria
SEM FORMAÇÃO,UNIP,Analista,Eletroeletronicos,0.0,0.0,1.0,10.0,Facebook,51.0,48.0,0.0,perfil2
Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Borracha,1.0,1.0,1.0,4.0,Outros,23.0,13.0,0.0,perfil4
MBA,FGV-RJ,Analista Senior,Entretenimento,0.0,0.0,1.0,7.0,Outros,11.0,8.0,0.0,perfil5
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Diretor,Eletroeletronicos,1.0,1.0,1.0,3.0,Linkedin,5.0,2.0,0.0,perfil6
Outros,Outros,Assessor,Entretenimento,1.0,1.0,1.0,10.0,Outros,102.0,100.0,3.0,perfil6
Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Eletrodomesticos,0.0,0.0,1.0,6.0,Outros,29.0,25.0,0.0,perfil2
SEM FORMAÇÃO,UEPB,Outros,servicos,1.0,1.0,1.0,10.0,Linkedin,9.0,5.0,0.0,perfil5
Licenciatura,Universidade Metodista de Sao Paulo,Outros,Oleo e Gas,1.0,1.0,1.0,7.0,Outros,4.0,1.0,0.0,perfil6
MBA,UNIVERSIDADE NOVE DE JULHO,Analista Senior,e-commerce,1.0,1.0,1.0,4.0,Outros,2.0,2.0,0.0,perfil6
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Eletroeletronicos,0.0,0.0,1.0,8.0,Outros,10.0,9.0,0.0,perfil5
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Eletroeletronicos,1.0,1.0,1.0,5.0,Facebook,4.0,2.0,0.0,perfil6
Licenciatura,USP,Supervisor,Montadora,0.0,0.0,1.0,3.0,Instagram,99.0,99.0,3.0,perfil1
Licenciatura,UNIP,Supervisor,Outros,1.0,1.0,1.0,5.0,Linkedin,74.0,74.0,2.0,perfil1
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Eletrodomesticos,0.0,0.0,1.0,2.0,Linkedin,15.0,11.0,0.0,perfil4
Outros,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Borracha,0.0,0.0,1.0,8.0,Saint Paul,2.0,1.0,0.0,perfil5
Outros,Escola Paulista de Direito,Analista,Montadora,0.0,0.0,1.0,9.0,Outros,21.0,19.0,0.0,perfil3
Tecnólogo,UEPB,Coordenador,Entretenimento,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,69.0,67.0,1.0,perfil1
Especialização,UNIP,Outros,Laminados,0.0,0.0,1.0,4.0,Outros,11.0,5.0,0.0,perfil3
Bacharelado,UNIP,Supervisor,Outros,1.0,1.0,1.0,2.0,Outros,115.0,65.0,0.0,perfil1
Bacharelado,UNIVERSIDADE NOVE DE JULHO,Outros,Outros,0.0,0.0,1.0,3.0,Outros,16.0,6.0,0.0,perfil5
Tecnólogo,FGV-RJ,Advogado,Montadora,0.0,0.0,1.0,3.0,Google,13.0,13.0,0.0,perfil4
MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista,Outros,1.0,1.0,1.0,9.0,Outros,228.0,227.0,1.0,perfil6
Bacharelado,UFRJ,Outros,Laminados,0.0,0.0,1.0,2.0,Minha empresa - benefício LITpass,9.0,3.0,0.0,perfil6
Outros,FACULDADE ANHANGUERA,Diretor,Eletrodomesticos,1.0,1.0,1.0,10.0,Instagram,28.0,26.0,0.0,perfil2
Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista Senior,Entretenimento,0.0,0.0,1.0,2.0,Saint Paul,13.0,10.0,1.0,perfil2
Bacharelado,UFSCar,Supervisor,Outros,1.0,1.0,1.0,3.0,Saint Paul,3.0,2.0,0.0,perfil6
MBA,UEPB,Analista Senior,Siderurgica,1.0,1.0,1.0,3.0,Facebook,41.0,28.0,0.0,perfil5
Tecnólogo,UEPB,Assessor,Borracha,0.0,0.0,1.0,8.0,Outros,43.0,41.0,1.0,perfil5
SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Estado,1.0,1.0,1.0,8.0,Outros,35.0,31.0,0.0,perfil2
Tecnólogo,USP,Gerente,e-commerce,0.0,0.0,1.0,9.0,Google,28.0,14.0,0.0,perfil4
Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Analista Senior,Eletrodomesticos,0.0,0.0,1.0,4.0,Outros,13.0,11.0,0.0,perfil1
Outros,UFPE,Sócio/Dono/Proprietário,Outros,1.0,1.0,1.0,9.0,Facebook,3.0,1.0,0.0,perfil2
MBA,FATEC,Coordenador,Eletrodomesticos,1.0,1.0,1.0,10.0,Linkedin,13.0,11.0,0.0,perfil4
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Estado,1.0,1.0,1.0,6.0,Outros,10.0,9.0,0.0,perfil4
Licenciatura,Outros,Sócio/Dono/Proprietário,servicos,0.0,0.0,1.0,10.0,Outros,210.0,158.0,0.0,perfil2
Tecnólogo,FATEC,Sócio/Dono/Proprietário,Estado,1.0,1.0,1.0,7.0,Saint Paul,67.0,54.0,0.0,perfil2
Tecnólogo,UFPE,Outros,Eletrodomesticos,0.0,0.0,1.0,10.0,Outros,9.0,4.0,0.0,perfil1
MBA,UFF,Assessor,Eletroeletronicos,1.0,1.0,1.0,9.0,Linkedin,8.0,7.0,0.0,perfil5
Licenciatura,UFF,Advogado,Siderurgica,1.0,1.0,1.0,9.0,Outros,56.0,56.0,2.0,perfil6
Licenciatura,UNIVERSIDADE NOVE DE JULHO,Supervisor,Siderurgica,1.0,1.0,1.0,8.0,Outros,34.0,32.0,0.0,perfil2
Licenciatura,UEPB,Sócio/Dono/Proprietário,Eletrodomesticos,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),3.0,2.0,0.0,perfil6
Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Outros,1.0,1.0,1.0,3.0,Outros,25.0,21.0,0.0,perfil2
Licenciatura,UFSCar,Supervisor,Laminados,0.0,0.0,1.0,6.0,Outros,163.0,161.0,2.0,perfil1
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista Senior,Montadora,1.0,1.0,1.0,6.0,Facebook,28.0,23.0,0.0,perfil2
Bacharelado,FACULDADE ANHANGUERA,Gerente,Laminados,1.0,1.0,1.0,6.0,Google,13.0,7.0,0.0,perfil6
Tecnólogo,FGV-RJ,Coordenador,Siderurgica,1.0,1.0,1.0,4.0,Facebook,7.0,3.0,0.0,perfil5
Licenciatura,Outros,Outros,Entretenimento,1.0,1.0,1.0,10.0,Minha empresa - benefício LITpass,23.0,23.0,0.0,perfil2
Outros,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Borracha,0.0,0.0,1.0,5.0,Outros,71.0,71.0,2.0,perfil1
MBA,UFF,Engenheiro,Siderurgica,1.0,1.0,1.0,7.0,Outros,6.0,2.0,0.0,perfil2
Outros,FACULDADE ANHANGUERA,Outros,Estado,1.0,1.0,1.0,9.0,YouTube,23.0,8.0,0.0,perfil1
Licenciatura,FACULDADE ANHANGUERA,Gerente,Entretenimento,0.0,0.0,1.0,5.0,YouTube,13.0,8.0,0.0,perfil5
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Eletroeletronicos,0.0,0.0,1.0,3.0,YouTube,4.0,2.0,0.0,perfil6
Bacharelado,UEPB,Analista,Siderurgica,1.0,1.0,1.0,10.0,Outros,69.0,50.0,0.0,perfil2
SEM FORMAÇÃO,UFRN,Outros,Montadora,0.0,0.0,1.0,2.0,Saint Paul,286.0,274.0,9.0,perfil1
Tecnólogo,FATEC,Diretor,Oleo e Gas,0.0,0.0,1.0,6.0,Outros,36.0,36.0,0.0,perfil2
Especialização,UFF,Diretor,Estado,1.0,1.0,1.0,9.0,Outros,12.0,5.0,0.0,perfil5
Bacharelado,UNIP,Analista,Oleo e Gas,0.0,0.0,1.0,7.0,YouTube,10.0,4.0,0.0,perfil6
Especialização,UEPB,Outros,Borracha,0.0,0.0,1.0,3.0,YouTube,4.0,2.0,0.0,perfil6
Especialização,UEPB,Outros,servicos,1.0,1.0,1.0,6.0,Outros,24.0,17.0,0.0,perfil3
Especialização,UFRN,Analista,servicos,1.0,1.0,1.0,9.0,Instagram,12.0,6.0,0.0,perfil5
Especialização,Outros,Outros,Outros,0.0,0.0,1.0,9.0,Outros,28.0,25.0,0.0,perfil2
Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Oleo e Gas,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),15.0,13.0,0.0,perfil4
MBA,UFSCar,Outros,Eletrodomesticos,0.0,0.0,1.0,7.0,Outros,9.0,8.0,0.0,perfil1
Outros,FATEC,Outros,Montadora,1.0,1.0,1.0,2.0,Outros,11.0,9.0,0.0,perfil4
Tecnólogo,Unesp,Engenheiro,Laminados,1.0,1.0,1.0,6.0,Outros,61.0,58.0,1.0,perfil1
Bacharelado,UFRJ,Analista Senior,Eletrodomesticos,1.0,1.0,1.0,3.0,Saint Paul,83.0,73.0,2.0,perfil1
Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Estado,1.0,1.0,1.0,7.0,Google,3.0,1.0,0.0,perfil6
Outros,Outros,Diretor,Eletroeletronicos,1.0,1.0,1.0,10.0,Facebook,20.0,19.0,0.0,perfil2
Tecnólogo,Escola Paulista de Direito,SEM EXPERIÊNCIA,Siderurgica,1.0,1.0,1.0,10.0,Saint Paul,27.0,20.0,0.0,perfil5
Licenciatura,UNIP,Outros,e-commerce,1.0,1.0,1.0,3.0,Google,2.0,1.0,0.0,perfil6
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletroeletronicos,1.0,1.0,1.0,4.0,Linkedin,147.0,110.0,0.0,perfil2
Outros,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Eletroeletronicos,1.0,1.0,1.0,2.0,Saint Paul,18.0,16.0,0.0,perfil3
MBA,UFPE,Outros,servicos,0.0,0.0,1.0,4.0,Instagram,30.0,29.0,0.0,perfil2
Licenciatura,UFPE,Engenheiro,servicos,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,3.0,3.0,0.0,perfil6
Outros,FATEC,Gerente,Laminados,0.0,0.0,1.0,2.0,Saint Paul,2.0,1.0,0.0,perfil6
Bacharelado,Outros,Analista Senior,Entretenimento,1.0,1.0,1.0,10.0,Linkedin,3.0,1.0,0.0,perfil6
Tecnólogo,UFRN,Coordenador,Eletrodomesticos,0.0,0.0,1.0,5.0,Facebook,28.0,25.0,0.0,perfil2
Especialização,UNICAMP,Diretor,Entretenimento,0.0,0.0,1.0,6.0,Saint Paul,33.0,29.0,0.0,perfil2
Especialização,FACULDADE ANHANGUERA,Gerente,Entretenimento,0.0,0.0,1.0,10.0,Outros,3.0,3.0,0.0,perfil6
Especialização,Outros,Outros,Oleo e Gas,1.0,1.0,1.0,6.0,Google,25.0,14.0,0.0,perfil4
SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Outros,Estado,1.0,1.0,1.0,2.0,Facebook,85.0,75.0,0.0,perfil2
Tecnólogo,UNIP,Analista Senior,Estado,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),82.0,82.0,3.0,perfil1
MBA,FGV-RJ,Advogado,Borracha,0.0,0.0,1.0,4.0,Instagram,135.0,130.0,4.0,perfil1
MBA,FATEC,Engenheiro,Eletrodomesticos,0.0,0.0,1.0,10.0,Minha empresa - benefício LITpass,79.0,74.0,0.0,perfil2
Outros,UFPE,Assessor,Siderurgica,1.0,1.0,1.0,8.0,Saint Paul,70.0,70.0,0.0,perfil2
Outros,USP,Diretor,Eletroeletronicos,1.0,1.0,1.0,5.0,Outros,75.0,58.0,0.0,perfil2
Tecnólogo,UFRJ,Sócio/Dono/Proprietário,Laminados,1.0,1.0,1.0,2.0,Instagram,14.0,8.0,0.0,perfil5
Licenciatura,UFRN,Diretor,Estado,0.0,0.0,1.0,2.0,Minha empresa - benefício LITpass,29.0,29.0,0.0,perfil2
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Outros,Oleo e Gas,0.0,0.0,1.0,5.0,YouTube,4.0,2.0,0.0,perfil6
Outros,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,1.0,8.0,Saint Paul,124.0,119.0,3.0,perfil1
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Eletroeletronicos,1.0,1.0,1.0,2.0,Minha empresa - benefício LITpass,178.0,177.0,2.0,perfil2
MBA,USP,Supervisor,Eletrodomesticos,0.0,0.0,1.0,3.0,Mídia (revista/jornal/web),6.0,5.0,0.0,perfil5
MBA,UFRJ,Assessor,Eletrodomesticos,0.0,0.0,1.0,5.0,Saint Paul,20.0,19.0,0.0,perfil3
Especialização,Outros,Supervisor,Montadora,1.0,1.0,1.0,5.0,Outros,11.0,9.0,0.0,perfil4
Licenciatura,FATEC,Analista Senior,Eletrodomesticos,0.0,0.0,1.0,7.0,Google,3.0,1.0,0.0,perfil4
Licenciatura,Outros,Outros,servicos,0.0,0.0,1.0,3.0,Outros,9.0,6.0,0.0,perfil5
Bacharelado,FGV-RJ,Gerente,Borracha,1.0,1.0,1.0,10.0,Outros,75.0,67.0,2.0,perfil1
Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Siderurgica,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,17.0,14.0,1.0,perfil1
Licenciatura,Outros,Diretor,Estado,1.0,1.0,1.0,7.0,Linkedin,13.0,13.0,0.0,perfil1
Licenciatura,Outros,Analista,Eletroeletronicos,0.0,0.0,1.0,7.0,Facebook,26.0,14.0,0.0,perfil4
MBA,USP,Gerente,Eletroeletronicos,0.0,0.0,1.0,10.0,Google,3.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UNIP,Outros,Entretenimento,0.0,0.0,1.0,8.0,Google,16.0,7.0,0.0,perfil1
Outros,Escola Paulista de Direito,Analista Senior,Outros,0.0,0.0,1.0,10.0,Facebook,3.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Gerente,Siderurgica,0.0,0.0,1.0,6.0,Facebook,27.0,27.0,0.0,perfil2
Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Eletroeletronicos,1.0,1.0,1.0,5.0,Instagram,55.0,54.0,1.0,perfil1
SEM FORMAÇÃO,Outros,Gerente,servicos,0.0,0.0,1.0,5.0,YouTube,7.0,6.0,0.0,perfil5
Especialização,Universidade Metodista de Sao Paulo,Engenheiro,Laminados,0.0,0.0,1.0,9.0,Linkedin,9.0,4.0,0.0,perfil6
Bacharelado,Outros,Advogado,Estado,0.0,0.0,1.0,10.0,Outros,9.0,7.0,0.0,perfil5
Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,Eletrodomesticos,0.0,0.0,1.0,10.0,Outros,59.0,51.0,0.0,perfil2
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Outros,0.0,0.0,1.0,7.0,Mídia (revista/jornal/web),33.0,32.0,0.0,perfil6
SEM FORMAÇÃO,UFPE,Engenheiro,Siderurgica,0.0,0.0,1.0,2.0,Saint Paul,8.0,7.0,0.0,perfil1
Tecnólogo,UNICAMP,Analista,Montadora,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),3.0,2.0,0.0,perfil5
Tecnólogo,UNIP,SEM EXPERIÊNCIA,Siderurgica,1.0,1.0,1.0,7.0,Outros,24.0,23.0,0.0,perfil2
Outros,USP,SEM EXPERIÊNCIA,Siderurgica,0.0,0.0,1.0,3.0,Instagram,4.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Sócio/Dono/Proprietário,Eletroeletronicos,1.0,1.0,1.0,6.0,Outros,27.0,26.0,0.0,perfil2
Tecnólogo,Unesp,Outros,Eletroeletronicos,0.0,0.0,1.0,3.0,Google,33.0,27.0,0.0,perfil2
Licenciatura,UFRN,Analista,Eletrodomesticos,1.0,1.0,1.0,4.0,Outros,2.0,1.0,0.0,perfil3
SEM FORMAÇÃO,UEPB,Assessor,Estado,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),3.0,2.0,0.0,perfil6
MBA,Outros,Assessor,Siderurgica,1.0,1.0,1.0,3.0,Google,127.0,45.0,0.0,perfil2
Tecnólogo,Outros,Sócio/Dono/Proprietário,Estado,0.0,0.0,1.0,5.0,YouTube,24.0,20.0,0.0,perfil3
SEM FORMAÇÃO,UFRN,Sócio/Dono/Proprietário,Borracha,0.0,0.0,1.0,7.0,Outros,22.0,22.0,0.0,perfil4
SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Engenheiro,e-commerce,0.0,0.0,1.0,7.0,Google,12.0,7.0,0.0,perfil5
Outros,UNIVERSIDADE CRUZEIRO DO SUL,Outros,Estado,1.0,1.0,1.0,6.0,Linkedin,2.0,1.0,0.0,perfil6
SEM FORMAÇÃO,FACULDADE ANHANGUERA,Diretor,e-commerce,1.0,1.0,1.0,9.0,Outros,46.0,41.0,0.0,perfil2
Outros,USP,Analista Senior,Eletroeletronicos,1.0,1.0,1.0,3.0,Instagram,22.0,13.0,0.0,perfil4
Tecnólogo,FATEC,Analista Senior,Estado,1.0,1.0,1.0,8.0,Mídia (revista/jornal/web),14.0,10.0,0.0,perfil4
Outros,UFRN,Assessor,Montadora,0.0,0.0,1.0,9.0,Outros,47.0,46.0,0.0,perfil2
SEM FORMAÇÃO,Outros,Supervisor,Montadora,1.0,1.0,1.0,4.0,Mídia (revista/jornal/web),5.0,3.0,0.0,perfil6
Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Oleo e Gas,0.0,0.0,1.0,8.0,Mídia (revista/jornal/web),53.0,37.0,0.0,perfil6
Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Laminados,0.0,0.0,1.0,10.0,Outros,18.0,17.0,1.0,perfil1
Especialização,FATEC,Coordenador,servicos,0.0,0.0,1.0,5.0,Saint Paul,32.0,29.0,0.0,perfil2
Especialização,FGV-RJ,Analista,Laminados,1.0,1.0,1.0,9.0,Outros,21.0,21.0,0.0,perfil2
Especialização,UFRN,Coordenador,Outros,0.0,0.0,1.0,3.0,Outros,8.0,7.0,0.0,perfil5
Outros,Escola Paulista de Direito,Coordenador,Laminados,1.0,1.0,1.0,3.0,Instagram,8.0,7.0,0.0,perfil5
Especialização,FACULDADE ANHANGUERA,Outros,Outros,0.0,0.0,1.0,7.0,Linkedin,9.0,6.0,0.0,perfil5
SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,Entretenimento,1.0,1.0,1.0,2.0,Facebook,81.0,81.0,2.0,perfil1
Licenciatura,Outros,Assessor,Eletrodomesticos,1.0,1.0,1.0,2.0,Linkedin,103.0,99.0,0.0,perfil6
SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Coordenador,Siderurgica,0.0,0.0,1.0,6.0,Linkedin,8.0,4.0,0.0,perfil6
Bacharelado,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,0.0,1.0,6.0,Linkedin,7.0,5.0,0.0,perfil5
Licenciatura,FACULDADE ANHANGUERA,Assessor,Estado,0.0,0.0,1.0,7.0,Outros,57.0,54.0,1.0,perfil1
SEM FORMAÇÃO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Entretenimento,1.0,1.0,1.0,3.0,Outros,8.0,4.0,0.0,perfil4
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Gerente,Siderurgica,0.0,0.0,1.0,9.0,Linkedin,22.0,19.0,0.0,perfil3
Bacharelado,Universidade Metodista de Sao Paulo,Gerente,Outros,1.0,1.0,1.0,3.0,Google,105.0,91.0,0.0,perfil2
SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Montadora,0.0,0.0,1.0,6.0,Outros,13.0,11.0,0.0,perfil2
Outros,INSPER INSTITUTO DE ENSINO E PESQUISA,Diretor,Outros,0.0,0.0,1.0,6.0,Linkedin,16.0,11.0,0.0,perfil4
SEM FORMAÇÃO,UFPE,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,8.0,Instagram,3.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UFRN,Analista,Eletrodomesticos,0.0,0.0,1.0,3.0,Minha empresa - benefício LITpass,53.0,41.0,0.0,perfil2
Bacharelado,Outros,Analista,Siderurgica,1.0,1.0,1.0,8.0,Outros,23.0,15.0,0.0,perfil3
Licenciatura,UNICAMP,Coordenador,Montadora,0.0,0.0,1.0,8.0,Outros,312.0,310.0,4.0,perfil1
Tecnólogo,Outros,Coordenador,servicos,1.0,1.0,1.0,4.0,Linkedin,6.0,3.0,0.0,perfil6
Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Gerente,Laminados,0.0,0.0,1.0,7.0,Google,17.0,8.0,0.0,perfil5
SEM FORMAÇÃO,UNIP,Outros,Eletrodomesticos,1.0,1.0,1.0,3.0,Google,19.0,10.0,0.0,perfil4
Tecnólogo,UFRJ,Advogado,Montadora,0.0,0.0,1.0,7.0,Saint Paul,15.0,9.0,0.0,perfil4
Bacharelado,UFSCar,Outros,Entretenimento,1.0,1.0,1.0,6.0,Outros,3.0,1.0,0.0,perfil6
Especialização,USP,Gerente,Borracha,0.0,0.0,1.0,10.0,Linkedin,42.0,34.0,0.0,perfil2
MBA,FGV-RJ,Outros,Eletroeletronicos,0.0,0.0,1.0,7.0,Facebook,8.0,6.0,0.0,perfil6
Especialização,USP,Sócio/Dono/Proprietário,Siderurgica,1.0,1.0,1.0,10.0,Mídia (revista/jornal/web),36.0,30.0,0.0,perfil2
Licenciatura,Universidade Metodista de Sao Paulo,Diretor,Eletroeletronicos,1.0,1.0,1.0,4.0,Outros,99.0,99.0,0.0,perfil2
Especialização,UFSCar,Diretor,servicos,0.0,0.0,1.0,10.0,YouTube,38.0,34.0,1.0,perfil1
Especialização,UNIVERSIDADE NOVE DE JULHO,Analista Senior,servicos,0.0,0.0,1.0,4.0,YouTube,6.0,4.0,0.0,perfil2
MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,SEM EXPERIÊNCIA,Eletroeletronicos,0.0,0.0,1.0,4.0,Outros,10.0,10.0,0.0,perfil4
Especialização,Escola Paulista de Direito,Supervisor,Oleo e Gas,1.0,1.0,1.0,9.0,Outros,16.0,7.0,0.0,perfil5
Especialização,UNICAMP,Gerente,Siderurgica,1.0,1.0,1.0,7.0,Minha empresa - benefício LITpass,7.0,6.0,0.0,perfil5
Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Borracha,0.0,0.0,1.0,7.0,Instagram,23.0,15.0,0.0,perfil3
Bacharelado,USP,SEM EXPERIÊNCIA,servicos,1.0,1.0,1.0,10.0,Saint Paul,3.0,1.0,0.0,perfil6
Outros,FGV-RJ,Engenheiro,Borracha,0.0,0.0,1.0,6.0,YouTube,40.0,31.0,0.0,perfil2
Tecnólogo,FGV-RJ,Diretor,Oleo e Gas,1.0,1.0,1.0,10.0,Saint Paul,50.0,34.0,0.0,perfil2
MBA,Outros,Analista Senior,servicos,0.0,0.0,1.0,7.0,Outros,2.0,1.0,0.0,perfil6
Tecnólogo,UFSCar,Assessor,Estado,1.0,1.0,1.0,7.0,Google,11.0,6.0,0.0,perfil5
Bacharelado,Outros,Analista Senior,servicos,0.0,0.0,1.0,10.0,Facebook,8.0,4.0,0.0,perfil6
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Oleo e Gas,1.0,1.0,1.0,4.0,Linkedin,8.0,7.0,0.0,perfil5
Outros,Universidade Metodista de Sao Paulo,Advogado,Eletroeletronicos,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,57.0,57.0,1.0,perfil1
Especialização,UFF,Assessor,e-commerce,0.0,0.0,1.0,3.0,Instagram,14.0,13.0,0.0,perfil4
MBA,UFRJ,Coordenador,Entretenimento,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),44.0,37.0,0.0,perfil2
Outros,UFSCar,Supervisor,Estado,0.0,0.0,1.0,4.0,Google,75.0,71.0,3.0,perfil1
SEM FORMAÇÃO,FACULDADE ANHANGUERA,Outros,Laminados,0.0,0.0,1.0,2.0,Outros,39.0,19.0,0.0,perfil2
SEM FORMAÇÃO,Unesp,Diretor,Eletrodomesticos,1.0,1.0,1.0,4.0,Minha empresa - benefício LITpass,21.0,13.0,0.0,perfil4
Tecnólogo,Unesp,Analista Senior,Laminados,0.0,0.0,1.0,4.0,Google,51.0,50.0,0.0,perfil2
Bacharelado,UFPE,Gerente,Siderurgica,0.0,0.0,1.0,10.0,Google,27.0,24.0,1.0,perfil1
MBA,UNICAMP,SEM EXPERIÊNCIA,Estado,1.0,1.0,1.0,3.0,Outros,54.0,47.0,0.0,perfil2
Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Eletroeletronicos,0.0,0.0,1.0,10.0,Instagram,3.0,1.0,0.0,perfil6
Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Supervisor,Outros,0.0,0.0,1.0,9.0,Outros,43.0,41.0,0.0,perfil2
Licenciatura,UFF,Supervisor,e-commerce,0.0,0.0,1.0,6.0,Facebook,3.0,1.0,0.0,perfil6
Licenciatura,UFSCar,Outros,Laminados,1.0,1.0,1.0,5.0,Saint Paul,43.0,31.0,0.0,perfil1
Bacharelado,UFRN,SEM EXPERIÊNCIA,Laminados,0.0,0.0,1.0,6.0,Outros,10.0,7.0,0.0,perfil5
SEM FORMAÇÃO,UNIP,Outros,Oleo e Gas,0.0,0.0,1.0,3.0,Google,2.0,1.0,0.0,perfil6
Outros,Outros,Sócio/Dono/Proprietário,Montadora,1.0,1.0,1.0,8.0,Outros,7.0,3.0,0.0,perfil6
Outros,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Eletrodomesticos,0.0,0.0,1.0,8.0,Mídia (revista/jornal/web),7.0,5.0,0.0,perfil5
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Siderurgica,0.0,0.0,1.0,8.0,Saint Paul,133.0,123.0,0.0,perfil2
Licenciatura,Unesp,Sócio/Dono/Proprietário,Entretenimento,1.0,1.0,1.0,4.0,Outros,1.0,1.0,0.0,perfil6
Tecnólogo,UFRJ,Assessor,Outros,1.0,1.0,1.0,9.0,Saint Paul,63.0,39.0,0.0,perfil2
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Oleo e Gas,1.0,1.0,1.0,5.0,Outros,50.0,44.0,0.0,perfil2
SEM FORMAÇÃO,Unesp,Outros,Entretenimento,1.0,1.0,1.0,8.0,Outros,24.0,23.0,0.0,perfil2
Especialização,UFF,Advogado,Eletroeletronicos,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),14.0,6.0,0.0,perfil5
SEM FORMAÇÃO,UFRJ,Outros,e-commerce,1.0,1.0,1.0,3.0,Facebook,84.0,68.0,0.0,perfil2
Licenciatura,UFF,Supervisor,e-commerce,1.0,1.0,1.0,5.0,Instagram,6.0,3.0,0.0,perfil6
